distance,current_time,weather,season,traffic,estimate_deliver_time
2.22,1385,cloudy,summer,84,18
7.21,674,cloudy,spring,48,33
7.39,1262,windy,spring,66,44
9.52,710,rainy,summer,39,37
6.95,288,cloudy,summer,89,58
8.88,807,cloudy,spring,66,55
6.85,363,cloudy,summer,10,6
7.54,690,windy,spring,98,70
5.9,1224,rainy,fall,51,28
8.22,1041,sunny,winter,81,60
4.47,717,rainy,spring,61,27
4.62,1145,windy,summer,34,15
5.77,1265,windy,summer,26,13
3.79,290,sunny,spring,73,25
1.44,396,rainy,summer,72,9
5.83,572,rainy,winter,59,32
7.1,863,sunny,summer,70,45
8.49,1202,rainy,winter,28,22
5.41,558,cloudy,fall,20,10
0.1,1270,cloudy,spring,43,0
8.28,930,cloudy,spring,49,38
0.91,239,sunny,winter,61,4
8.76,159,cloudy,fall,40,33
5.51,888,cloudy,winter,27,14
4.28,868,windy,winter,55,21
4.55,144,rainy,fall,58,25
7.11,96,windy,winter,72,46
8.67,955,sunny,summer,69,54
9.04,829,rainy,fall,69,58
7.46,706,cloudy,winter,38,28
2.74,209,sunny,spring,57,13
1.42,775,windy,winter,12,1
7.78,322,cloudy,spring,39,28
7.18,211,rainy,spring,33,22
1.52,1306,sunny,spring,55,7
2.39,414,rainy,spring,18,4
4.99,41,rainy,summer,13,6
4.51,743,cloudy,winter,32,14
5.83,1208,windy,winter,67,35
7.3,1039,windy,fall,27,18
9.52,279,sunny,winter,78,67
9.1,1097,rainy,summer,49,44
0.55,1374,cloudy,fall,22,1
2.09,11,sunny,spring,18,3
2.12,1266,windy,winter,11,2
6.67,159,rainy,winter,87,55
0.57,107,rainy,winter,10,0
3.17,177,cloudy,summer,58,17
5.15,52,rainy,summer,1,0
7.29,159,sunny,fall,75,49
8.79,206,windy,spring,97,77
9.64,1116,cloudy,winter,7,6
0.98,534,cloudy,winter,17,1
6.58,1362,cloudy,winter,51,31
2.38,98,sunny,spring,77,16
0.06,994,windy,winter,26,0
5.78,802,cloudy,spring,29,15
3.22,1354,windy,fall,44,12
7.89,926,windy,fall,34,24
4.54,1063,windy,spring,8,3
0.98,0,cloudy,spring,73,6
3.96,636,sunny,spring,19,6
0.04,1083,cloudy,spring,81,0
2.07,366,sunny,winter,26,4
9.88,313,rainy,spring,53,49
3.7,255,rainy,summer,1,0
0.77,98,sunny,spring,34,2
3.65,1376,sunny,summer,16,5
0.55,463,cloudy,summer,12,0
3.08,483,sunny,fall,33,9
5.26,224,rainy,spring,42,21
1.32,1312,rainy,spring,86,10
5.92,865,cloudy,spring,87,48
0.19,137,sunny,winter,72,1
4.61,1055,windy,spring,62,27
2.55,76,rainy,summer,64,15
5.62,682,cloudy,winter,55,29
1.48,551,cloudy,fall,76,10
5.37,1231,sunny,summer,34,16
5.64,1102,windy,fall,90,48
9.52,1233,sunny,fall,1,0
4.76,1027,cloudy,summer,25,11
6.67,621,windy,fall,28,16
2.45,1185,windy,winter,25,5
8.74,152,sunny,summer,36,28
7.11,766,windy,spring,65,43
0.69,1369,rainy,spring,63,4
1.46,1027,sunny,spring,76,10
4.1,1223,cloudy,spring,53,20
4.16,973,windy,summer,22,8
0.86,383,cloudy,winter,30,2
0.55,1010,rainy,fall,36,1
7.76,530,rainy,summer,11,8
2.7,893,cloudy,winter,26,6
1.99,147,windy,winter,57,10
9.66,678,cloudy,fall,98,89
6.16,787,sunny,spring,4,2
7.72,598,cloudy,fall,61,44
9.08,1122,sunny,summer,20,17
9.05,1078,rainy,summer,5,4
1.7,605,cloudy,spring,42,6
3.34,506,sunny,fall,10,3
2.85,503,windy,summer,27,7
8.76,791,rainy,fall,23,19
7.1,1271,sunny,spring,4,2
5.02,1005,cloudy,spring,52,24
2.68,1404,cloudy,fall,58,14
9.93,1206,windy,winter,72,64
4.79,1231,windy,spring,52,22
0.63,46,windy,spring,9,0
7.41,858,windy,spring,29,19
2.84,1367,cloudy,spring,22,6
0.33,1217,sunny,spring,83,2
5.65,1259,sunny,spring,13,6
5.8,1390,sunny,fall,55,28
0.44,16,rainy,fall,96,4
5.3,417,sunny,spring,43,20
3.15,1230,rainy,winter,65,19
4.79,367,cloudy,spring,27,12
4.26,1379,sunny,winter,98,37
0.25,779,cloudy,spring,23,0
6.14,1093,sunny,fall,22,12
3.62,1288,cloudy,fall,17,6
4.05,506,windy,spring,69,25
9.93,286,rainy,summer,77,72
6.82,207,sunny,spring,42,25
0.11,156,cloudy,spring,73,0
8.63,619,rainy,spring,77,63
8.55,226,rainy,winter,33,27
5.96,699,cloudy,fall,75,44
4.43,584,windy,fall,79,31
8.88,704,rainy,summer,47,41
6.25,1014,rainy,fall,68,40
0.52,801,windy,winter,92,4
0.58,605,cloudy,summer,100,5
7.61,1080,rainy,winter,86,65
2.54,629,windy,fall,49,11
7.78,874,rainy,winter,35,25
2.85,1077,sunny,winter,99,27
2.94,646,sunny,fall,89,23
8.58,83,sunny,spring,20,15
8.81,1219,cloudy,summer,36,30
2.65,1067,windy,winter,40,10
0.16,691,rainy,winter,75,1
0.87,627,sunny,spring,19,1
4.16,1229,cloudy,summer,69,27
5.29,573,rainy,spring,67,33
1.12,1262,windy,summer,98,10
1.16,362,windy,fall,100,10
9.79,1369,rainy,summer,51,47
9.16,419,windy,fall,97,80
2.43,490,rainy,spring,21,4
7.98,961,cloudy,fall,18,13
7.89,1036,cloudy,winter,90,67
7.61,413,cloudy,summer,1,0
1.61,1,cloudy,winter,9,1
1.92,741,windy,summer,85,15
0.96,1029,rainy,summer,97,9
1.44,1440,cloudy,winter,84,11
6.69,10,windy,spring,3,1
4.07,536,windy,summer,9,3
2.06,757,cloudy,winter,74,15
9.72,166,cloudy,spring,72,66
6.24,408,rainy,spring,51,30
2.36,542,rainy,summer,39,9
0.44,402,cloudy,summer,67,3
0.54,707,rainy,summer,6,0
8.58,303,cloudy,summer,95,77
8.43,1390,cloudy,spring,83,66
8.47,966,cloudy,winter,2,1
5.38,502,windy,winter,1,0
6.98,948,windy,spring,62,39
1.07,47,windy,summer,21,1
3.63,1069,rainy,spring,47,16
4.83,163,sunny,spring,1,0
1.35,657,cloudy,winter,97,12
4.42,894,rainy,winter,5,1
6.02,1008,rainy,winter,74,42
4.91,150,rainy,winter,52,24
0.93,121,windy,winter,11,1
4.23,462,rainy,summer,7,3
7.53,922,cloudy,spring,94,66
5.21,1378,windy,summer,14,6
8.14,584,windy,fall,83,61
3.27,1006,windy,summer,99,29
3.52,1168,cloudy,winter,60,21
3.03,1311,cloudy,winter,63,18
0.24,376,sunny,spring,25,0
9.72,202,sunny,spring,70,61
2.15,597,cloudy,fall,69,13
3.86,781,sunny,summer,41,14
1.94,541,rainy,fall,11,1
1.84,1380,sunny,fall,12,1
4.18,715,sunny,fall,62,24
1.95,1339,cloudy,spring,26,4
8.6,1104,windy,fall,56,45
5.63,456,rainy,winter,80,42
2.9,191,sunny,winter,4,1
9.55,1241,sunny,winter,42,36
5.38,1023,cloudy,summer,71,36
9.83,177,windy,summer,57,51
5.78,967,sunny,summer,80,42
5.96,692,sunny,spring,32,18
3.15,1239,windy,summer,81,23
8.84,178,cloudy,spring,82,68
2.67,727,windy,fall,73,18
1.68,887,windy,winter,19,3
4.94,1437,cloudy,winter,7,3
4.74,694,rainy,summer,32,15
4.79,41,cloudy,fall,82,37
5.66,530,rainy,summer,12,6
6.11,225,rainy,spring,88,51
6.85,60,windy,winter,87,54
8.46,1341,rainy,winter,97,78
7.27,591,cloudy,winter,96,66
9.79,1179,rainy,fall,60,55
0.68,486,sunny,fall,46,3
7.73,655,rainy,winter,52,38
1.72,1236,rainy,summer,11,1
1.79,655,windy,spring,42,6
0.93,464,cloudy,winter,5,0
2.89,174,cloudy,summer,56,15
8.66,388,rainy,spring,43,35
5.41,393,windy,summer,71,34
2.95,833,sunny,fall,24,6
5.46,749,rainy,summer,65,35
9.57,1291,sunny,summer,90,78
4.69,272,sunny,winter,94,39
5.85,139,rainy,fall,64,35
5.48,64,windy,fall,90,44
5.45,803,sunny,winter,6,3
9.03,898,sunny,fall,11,9
6.8,622,windy,spring,95,58
5.39,1412,cloudy,summer,34,17
7.91,493,sunny,winter,7,4
0.9,872,rainy,summer,7,0
0.39,1153,rainy,winter,20,0
0.92,885,cloudy,summer,36,3
7.36,557,windy,fall,17,11
5.01,1105,windy,winter,2,1
5.1,489,cloudy,fall,78,37
2.97,757,cloudy,spring,20,6
4.73,1115,rainy,fall,51,24
6.03,406,cloudy,summer,96,55
5.95,662,sunny,fall,29,15
1.31,579,cloudy,fall,30,3
1.87,30,cloudy,fall,93,16
1.77,603,sunny,spring,52,8
2.01,26,cloudy,fall,77,14
4.97,147,windy,summer,1,0
3.0,192,sunny,fall,75,20
5.08,1229,windy,summer,96,44
4.05,30,cloudy,spring,40,15
8.18,674,cloudy,winter,36,28
2.9,376,cloudy,spring,88,24
0.05,176,cloudy,fall,26,0
4.49,839,windy,summer,81,33
8.7,826,rainy,fall,21,17
1.78,1076,windy,winter,86,14
1.99,1210,cloudy,summer,83,15
7.06,954,rainy,winter,90,60
3.57,1274,windy,summer,25,8
8.55,1209,sunny,fall,29,22
2.6,388,rainy,fall,7,1
5.98,807,rainy,fall,91,51
9.86,427,rainy,fall,51,47
9.39,1370,rainy,summer,59,52
4.81,548,sunny,summer,100,43
9.22,481,sunny,spring,81,67
9.39,862,sunny,winter,82,69
3.49,134,sunny,spring,42,13
2.54,656,cloudy,winter,40,9
1.46,252,sunny,spring,5,0
1.18,154,cloudy,fall,44,4
3.54,192,cloudy,summer,45,15
4.2,1432,rainy,fall,14,5
4.69,3,rainy,spring,34,15
1.36,23,sunny,summer,56,6
3.09,261,cloudy,spring,51,15
0.28,624,windy,winter,48,1
3.42,1056,rainy,spring,28,9
3.42,461,rainy,fall,78,25
2.24,74,rainy,winter,21,4
1.2,1084,rainy,spring,97,11
0.39,193,cloudy,fall,62,2
7.84,150,rainy,spring,52,38
7.41,1273,rainy,spring,49,34
1.99,674,cloudy,fall,38,7
2.81,1231,cloudy,spring,19,4
6.96,886,sunny,fall,52,32
1.56,416,rainy,winter,39,6
4.08,1197,rainy,winter,51,19
7.08,734,windy,winter,4,3
5.95,1064,windy,winter,61,34
2.8,65,sunny,fall,91,22
9.4,777,rainy,summer,35,33
5.53,857,windy,fall,60,30
6.03,790,windy,summer,27,15
2.68,138,windy,spring,4,1
9.2,268,sunny,winter,59,49
3.68,283,windy,spring,15,4
7.85,715,cloudy,winter,69,54
6.47,941,cloudy,winter,26,16
5.23,931,sunny,winter,90,42
2.5,1011,rainy,spring,46,10
0.51,611,cloudy,fall,67,3
8.19,1280,rainy,winter,35,27
1.12,1360,cloudy,spring,34,3
9.02,874,windy,winter,23,18
6.4,522,rainy,summer,60,36
3.94,160,cloudy,winter,91,34
8.78,80,windy,fall,43,34
0.31,139,windy,fall,59,1
7.22,259,windy,fall,77,50
2.96,1321,rainy,summer,58,16
4.98,781,sunny,summer,94,42
9.4,520,windy,winter,20,16
3.68,24,cloudy,winter,56,19
2.5,256,sunny,fall,24,5
7.65,1426,cloudy,spring,41,29
6.49,155,sunny,winter,61,36
1.61,656,cloudy,fall,50,7
2.99,1058,cloudy,summer,34,10
5.95,1102,cloudy,spring,63,37
7.26,513,rainy,summer,85,58
4.26,574,rainy,fall,35,13
7.36,137,cloudy,fall,45,31
1.29,321,windy,winter,82,9
9.65,1039,rainy,winter,82,75
1.5,589,cloudy,fall,57,7
2.24,272,windy,summer,76,15
4.44,1110,sunny,winter,19,7
2.1,1167,windy,fall,7,1
9.1,732,sunny,summer,13,11
4.1,1274,sunny,fall,2,0
3.37,1400,rainy,winter,22,7
0.17,488,cloudy,fall,42,0
1.37,195,rainy,summer,25,3
4.67,168,sunny,winter,69,29
1.48,502,cloudy,spring,16,2
6.29,633,cloudy,spring,68,40
1.41,822,sunny,summer,52,6
2.17,61,sunny,winter,7,1
9.82,53,rainy,winter,76,70
5.52,859,sunny,spring,96,47
2.58,343,sunny,spring,52,12
5.57,566,cloudy,winter,35,18
7.29,1107,windy,spring,7,4
2.25,1146,sunny,winter,81,17
3.46,1174,windy,summer,80,25
0.84,602,rainy,spring,59,4
3.26,161,sunny,fall,90,26
8.61,1425,windy,fall,84,65
3.01,652,sunny,winter,25,6
9.32,163,windy,fall,3,2
2.58,1179,rainy,spring,56,13
8.56,1142,windy,spring,33,27
1.44,1386,rainy,spring,35,4
7.62,193,cloudy,fall,37,26
8.41,228,rainy,summer,68,54
5.45,51,sunny,summer,93,45
9.21,122,windy,winter,23,19
9.33,1006,windy,spring,45,37
1.43,526,windy,fall,44,5
3.41,976,windy,summer,68,21
7.03,1430,cloudy,winter,97,64
3.74,1223,rainy,spring,15,5
5.41,504,rainy,spring,3,1
4.87,316,rainy,winter,32,15
6.73,1012,cloudy,winter,63,40
5.19,1183,cloudy,spring,80,39
1.61,205,sunny,fall,53,7
7.79,450,sunny,spring,54,37
8.12,981,cloudy,winter,83,64
7.63,259,windy,summer,35,24
8.97,396,windy,winter,32,25
4.39,1160,rainy,winter,5,2
1.56,676,sunny,summer,30,4
2.81,93,cloudy,winter,77,20
7.56,507,windy,spring,24,16
5.15,981,sunny,summer,22,10
6.42,171,sunny,summer,56,32
1.93,537,windy,summer,26,4
3.43,797,rainy,spring,4,1
1.88,55,cloudy,spring,71,12
7.51,241,windy,fall,94,63
8.48,753,cloudy,spring,100,84
8.46,50,windy,fall,49,37
3.48,743,windy,fall,22,7
9.73,636,rainy,summer,98,90
9.5,1154,windy,winter,32,28
1.49,280,rainy,fall,27,3
6.39,739,sunny,winter,54,33
6.71,940,rainy,fall,94,59
9.04,549,sunny,summer,13,10
3.32,765,sunny,fall,25,7
3.69,1267,rainy,fall,53,18
2.69,1055,rainy,winter,70,18
2.47,1374,rainy,summer,31,7
4.95,1122,windy,summer,8,3
7.3,353,windy,fall,64,42
5.64,1023,rainy,fall,55,29
5.85,493,windy,winter,25,13
7.84,1321,sunny,winter,27,19
3.79,997,cloudy,fall,58,21
3.25,184,rainy,fall,52,16
2.31,1196,cloudy,fall,68,15
1.16,1182,windy,fall,75,7
7.94,1144,rainy,winter,10,7
3.07,978,sunny,spring,51,13
7.08,440,rainy,fall,72,48
3.15,195,rainy,winter,20,6
8.32,1019,cloudy,summer,14,10
7.98,688,windy,summer,41,30
3.02,762,windy,fall,34,9
9.31,233,sunny,fall,98,82
3.01,396,rainy,fall,17,4
1.39,310,rainy,spring,53,7
9.73,156,sunny,fall,13,11
8.02,930,windy,spring,94,68
2.88,726,sunny,fall,5,1
0.17,1073,cloudy,fall,98,1
5.74,148,cloudy,winter,87,47
2.83,1115,sunny,spring,51,13
2.85,501,cloudy,winter,75,20
5.05,657,sunny,summer,77,35
8.08,735,rainy,spring,99,79
0.04,951,windy,spring,85,0
7.94,1129,windy,winter,88,66
6.34,1226,cloudy,fall,94,56
9.77,1408,rainy,fall,87,80
6.2,790,cloudy,spring,48,28
3.91,1167,windy,spring,6,2
0.57,1204,sunny,summer,47,2
3.35,908,cloudy,fall,95,30
0.15,924,rainy,winter,14,0
2.82,816,rainy,summer,26,7
6.65,1098,windy,summer,98,62
3.74,864,rainy,spring,61,21
2.85,1147,cloudy,summer,88,25
9.54,1247,cloudy,summer,65,58
2.98,1117,rainy,spring,89,26
8.28,539,sunny,spring,46,34
3.77,937,rainy,fall,7,2
8.65,1097,sunny,winter,49,40
6.04,444,cloudy,spring,25,14
4.05,1417,sunny,winter,26,9
8.68,872,windy,spring,85,66
3.9,1335,windy,winter,95,33
5.41,1279,sunny,winter,83,40
9.38,1181,windy,fall,4,3
0.43,835,rainy,fall,20,0
2.8,998,cloudy,fall,98,25
2.71,1019,sunny,spring,64,15
5.34,1390,sunny,summer,80,38
9.58,277,cloudy,spring,10,9
2.34,293,windy,winter,8,1
5.03,35,rainy,fall,46,21
5.9,310,rainy,summer,61,34
6.37,866,windy,fall,80,46
0.5,516,windy,winter,19,0
3.67,278,rainy,winter,88,30
4.8,957,rainy,fall,97,43
7.93,448,sunny,spring,36,25
0.61,472,rainy,spring,61,3
5.85,497,cloudy,fall,37,20
3.59,1129,rainy,fall,31,10
1.78,790,rainy,fall,67,11
6.84,1244,rainy,winter,28,18
1.14,1170,windy,winter,61,6
6.22,32,cloudy,summer,13,7
1.29,771,sunny,spring,1,0
8.77,993,sunny,winter,89,70
7.98,1263,cloudy,summer,28,21
2.34,1197,cloudy,spring,2,0
8.81,1155,sunny,fall,35,29
7.3,1025,sunny,spring,54,35
4.79,547,cloudy,summer,35,16
6.58,996,rainy,summer,80,49
6.1,219,windy,spring,23,12
5.98,1253,cloudy,summer,38,21
0.4,56,sunny,summer,45,1
9.68,167,windy,fall,94,82
5.07,292,sunny,fall,66,30
6.64,499,cloudy,spring,49,30
2.43,1254,rainy,winter,98,22
6.61,396,rainy,spring,19,12
7.52,1426,sunny,spring,62,42
0.57,1259,sunny,spring,31,1
2.99,1428,sunny,fall,82,22
6.79,345,cloudy,summer,43,27
2.47,1092,cloudy,fall,27,6
1.48,578,rainy,summer,11,1
4.77,545,windy,spring,58,25
7.61,641,windy,winter,89,61
9.99,1399,rainy,summer,26,24
8.06,925,cloudy,winter,91,69
5.03,1253,windy,summer,95,43
4.29,517,windy,winter,1,0
4.19,635,rainy,fall,73,28
0.04,372,cloudy,winter,49,0
2.7,935,rainy,winter,23,6
5.21,979,sunny,fall,20,9
2.42,689,rainy,fall,43,9
8.69,1094,windy,summer,3,2
3.17,408,sunny,fall,74,21
2.66,608,sunny,summer,85,20
3.55,1069,sunny,spring,75,25
3.65,236,cloudy,fall,28,9
6.05,1430,sunny,fall,24,13
6.06,605,rainy,winter,31,18
3.57,458,rainy,fall,78,26
5.44,841,windy,summer,36,18
8.0,1359,rainy,fall,38,28
9.02,850,windy,spring,87,70
7.91,276,sunny,summer,13,9
8.46,453,cloudy,spring,92,73
6.08,188,cloudy,spring,47,27
2.36,353,windy,winter,63,13
5.11,1107,cloudy,winter,36,18
2.26,1082,cloudy,spring,23,5
0.71,336,cloudy,spring,10,0
1.69,528,cloudy,summer,67,10
5.42,1142,sunny,fall,92,47
4.32,154,rainy,fall,45,18
8.5,754,sunny,summer,28,22
8.63,1194,rainy,spring,99,81
8.4,185,windy,winter,74,56
0.29,1415,sunny,spring,31,0
0.43,513,windy,winter,69,2
6.72,817,windy,winter,63,38
2.93,627,sunny,fall,28,7
6.84,1122,windy,fall,43,28
6.01,667,rainy,fall,71,40
9.46,207,cloudy,spring,13,11
2.31,787,sunny,summer,26,5
8.39,739,cloudy,fall,8,6
0.61,1437,sunny,spring,78,4
0.52,609,rainy,winter,23,1
5.69,377,rainy,winter,44,24
3.97,343,windy,winter,58,21
4.92,954,rainy,fall,81,37
9.1,462,cloudy,winter,21,18
2.35,1273,sunny,spring,15,3
2.96,856,windy,winter,68,18
6.81,862,rainy,summer,31,19
2.07,425,cloudy,fall,24,4
8.47,864,rainy,winter,44,35
6.63,747,windy,winter,43,27
1.51,1185,rainy,summer,6,0
4.23,1371,rainy,spring,39,15
3.12,102,sunny,summer,94,26
1.29,262,cloudy,fall,54,6
9.9,612,rainy,summer,82,76
8.15,1154,rainy,fall,40,32
8.53,710,sunny,summer,19,15
9.53,218,rainy,winter,34,30
8.04,334,sunny,fall,68,49
5.7,968,cloudy,summer,64,34
4.13,1094,rainy,summer,56,22
5.41,977,cloudy,fall,39,19
7.43,840,windy,winter,37,25
1.61,1427,windy,winter,85,12
6.62,531,cloudy,winter,45,28
0.5,1281,rainy,spring,12,0
3.68,260,cloudy,fall,18,6
9.09,1165,sunny,spring,84,72
7.55,74,cloudy,spring,97,69
8.07,1370,windy,spring,45,33
1.99,1262,sunny,spring,46,8
1.43,1020,cloudy,spring,83,11
6.27,302,rainy,spring,28,16
5.26,1128,windy,summer,3,1
4.62,89,sunny,winter,8,3
9.35,768,windy,winter,42,37
4.01,251,windy,summer,73,26
3.53,566,sunny,winter,51,16
3.08,1286,cloudy,winter,77,22
0.97,458,cloudy,summer,47,4
6.02,1313,cloudy,fall,18,10
2.94,460,windy,summer,49,13
5.0,1292,windy,winter,18,8
3.12,1384,windy,summer,74,21
2.75,204,windy,summer,61,15
0.7,241,sunny,fall,24,1
7.56,247,windy,winter,43,29
8.09,1371,cloudy,winter,96,73
1.53,1266,rainy,spring,31,4
1.75,1268,rainy,fall,4,0
1.14,1011,cloudy,spring,49,5
9.17,983,sunny,fall,52,43
9.89,336,windy,spring,53,47
6.25,21,windy,spring,45,25
2.08,980,windy,winter,38,7
4.62,751,cloudy,spring,60,27
4.42,922,rainy,spring,67,28
3.0,1135,rainy,spring,81,24
3.64,1437,cloudy,spring,13,4
5.28,992,sunny,fall,41,19
9.52,1119,cloudy,winter,24,22
6.72,634,windy,fall,98,59
9.1,934,windy,spring,92,75
0.32,1082,cloudy,summer,41,1
4.24,727,windy,fall,98,39
0.22,1096,rainy,winter,78,1
3.55,1321,sunny,fall,52,16
1.74,413,rainy,spring,42,7
7.15,769,sunny,summer,19,13
7.27,1006,cloudy,winter,87,60
8.38,593,sunny,fall,46,34
7.68,815,windy,spring,76,52
1.24,564,sunny,spring,90,10
4.66,428,rainy,summer,89,39
7.35,606,rainy,fall,10,7
5.19,501,cloudy,fall,65,31
2.93,485,rainy,winter,27,7
6.59,410,windy,summer,70,42
8.99,944,rainy,spring,49,41
8.04,54,cloudy,fall,1,0
7.67,996,cloudy,fall,84,60
3.29,752,rainy,fall,59,19
0.27,901,rainy,spring,97,2
4.35,1295,rainy,summer,32,13
8.93,1150,rainy,fall,17,15
7.88,618,sunny,summer,8,6
6.73,665,windy,winter,13,7
7.44,36,sunny,spring,74,49
2.81,526,rainy,summer,23,6
0.59,959,rainy,spring,29,1
9.31,142,sunny,summer,53,44
8.03,1318,rainy,winter,97,73
5.31,543,windy,winter,4,1
5.94,566,rainy,spring,96,54
5.29,130,sunny,spring,95,45
7.63,1116,windy,spring,13,9
2.86,1290,windy,fall,57,15
7.64,828,cloudy,spring,53,38
7.44,719,sunny,summer,95,67
0.98,985,windy,fall,15,1
7.29,1040,windy,summer,91,60
0.2,429,rainy,winter,100,1
4.29,13,sunny,winter,38,15
3.49,297,sunny,winter,72,22
1.79,301,rainy,spring,54,9
1.7,562,rainy,summer,55,9
4.21,1401,rainy,winter,29,11
2.92,216,cloudy,summer,48,13
6.63,1163,cloudy,winter,82,54
4.95,881,rainy,winter,40,18
4.72,629,rainy,spring,38,16
6.76,1035,sunny,fall,5,3
5.75,902,sunny,summer,4,1
2.01,548,rainy,winter,68,13
8.22,849,cloudy,winter,65,51
0.74,84,rainy,fall,13,1
2.84,340,windy,spring,7,1
4.44,920,windy,spring,2,0
7.05,947,cloudy,summer,10,6
4.82,103,sunny,fall,95,41
8.23,71,cloudy,fall,21,16
2.1,519,rainy,fall,84,16
7.68,1188,cloudy,spring,83,60
3.63,645,windy,spring,34,11
6.27,390,windy,winter,22,12
8.9,874,rainy,fall,91,76
2.46,356,windy,spring,60,13
4.32,1344,sunny,fall,100,39
5.54,1374,rainy,spring,81,42
1.12,605,windy,spring,25,2
3.02,518,windy,summer,53,14
6.06,1296,windy,winter,78,43
5.04,1263,rainy,summer,10,4
8.3,934,sunny,spring,96,72
0.94,1241,sunny,fall,90,7
7.46,980,rainy,spring,78,55
3.78,64,cloudy,spring,63,22
0.16,473,sunny,fall,83,1
2.79,1276,rainy,spring,19,4
8.99,707,rainy,winter,38,34
7.97,469,rainy,spring,58,43
3.98,585,cloudy,fall,83,31
9.76,846,cloudy,summer,70,64
0.31,261,cloudy,spring,9,0
9.42,501,cloudy,summer,82,73
6.08,119,windy,spring,100,55
1.27,171,sunny,fall,64,7
7.2,646,windy,spring,30,19
3.41,213,sunny,winter,66,20
2.9,957,cloudy,winter,91,25
2.32,910,windy,summer,8,1
6.66,131,sunny,winter,66,39
4.34,971,windy,winter,59,23
0.04,1303,windy,fall,94,0
4.55,1157,rainy,winter,44,19
4.41,1155,windy,spring,59,24
6.46,421,windy,winter,76,44
8.41,332,sunny,winter,85,64
6.79,1129,sunny,fall,61,39
2.87,28,rainy,winter,99,27
7.75,209,sunny,spring,66,46
9.51,1393,sunny,spring,21,18
7.52,1323,windy,fall,31,21
0.03,915,sunny,winter,58,0
7.87,355,sunny,fall,65,46
8.95,923,sunny,fall,41,33
2.44,1055,rainy,fall,15,3
0.49,1215,rainy,summer,88,4
5.78,856,cloudy,fall,55,30
7.4,443,rainy,winter,97,68
2.36,1208,rainy,fall,63,13
9.25,600,sunny,fall,33,27
8.58,1090,sunny,winter,26,21
6.4,140,windy,winter,77,45
8.8,621,rainy,summer,62,51
8.31,493,rainy,spring,61,48
7.95,190,cloudy,summer,40,30
1.58,858,windy,spring,43,6
5.64,237,cloudy,spring,11,6
0.34,798,rainy,spring,39,1
5.57,168,cloudy,winter,5,2
3.8,295,rainy,winter,73,26
4.55,1082,cloudy,summer,53,24
8.08,347,windy,winter,39,28
7.03,1108,sunny,spring,15,10
8.27,770,sunny,spring,62,48
6.06,383,windy,winter,16,9
6.1,99,rainy,winter,50,28
5.83,1052,rainy,winter,95,55
5.82,454,sunny,fall,94,49
7.27,1377,windy,winter,5,3
3.76,1002,windy,summer,93,31
7.0,570,windy,spring,75,47
5.81,1311,sunny,winter,1,0
6.97,1046,sunny,fall,67,42
4.53,68,rainy,fall,12,5
4.39,463,windy,summer,94,37
8.74,273,sunny,spring,65,51
5.96,899,windy,fall,56,30
5.76,285,rainy,summer,90,49
4.25,600,rainy,fall,53,21
8.6,235,rainy,spring,10,8
7.84,1364,rainy,spring,6,4
8.53,1209,sunny,spring,71,54
6.07,280,sunny,spring,58,31
0.05,931,cloudy,winter,89,0
8.83,33,rainy,summer,83,69
2.12,1009,sunny,fall,13,2
2.68,724,cloudy,summer,12,3
0.21,760,rainy,fall,77,1
6.66,858,sunny,winter,27,16
4.27,1133,rainy,spring,95,40
8.17,767,cloudy,summer,52,42
4.49,48,rainy,winter,58,24
9.52,1156,windy,spring,75,67
9.05,1025,cloudy,summer,1,0
4.49,997,rainy,summer,45,19
1.3,220,cloudy,fall,51,6
6.44,565,cloudy,spring,12,7
2.55,516,cloudy,summer,9,2
7.2,395,rainy,summer,95,64
2.14,98,windy,winter,62,12
1.89,528,sunny,fall,17,3
9.59,1192,sunny,spring,2,1
8.09,2,rainy,fall,25,19
5.71,1013,windy,fall,96,49
9.58,1021,cloudy,winter,44,40
6.98,600,sunny,fall,6,3
8.35,138,cloudy,summer,30,24
0.79,795,rainy,summer,98,7
4.11,1167,windy,spring,75,29
7.55,935,sunny,fall,14,9
3.28,40,windy,summer,50,15
2.06,267,cloudy,summer,5,1
1.54,707,windy,winter,58,8
4.77,915,windy,fall,69,30
1.83,802,rainy,summer,43,7
0.93,985,cloudy,fall,58,4
5.85,582,rainy,fall,5,3
0.1,589,windy,spring,42,0
3.53,1053,windy,summer,77,25
7.64,708,windy,spring,84,61
0.05,652,cloudy,fall,5,0
7.31,836,windy,winter,90,60
5.36,277,cloudy,fall,18,9
8.99,1431,windy,summer,49,40
1.52,392,windy,fall,23,3
3.26,1230,cloudy,spring,79,24
1.41,128,sunny,summer,65,8
1.27,165,sunny,winter,99,11
7.3,928,windy,summer,95,63
8.9,750,sunny,winter,20,16
8.58,303,windy,spring,83,64
7.8,1141,rainy,summer,84,65
8.21,1406,cloudy,fall,8,6
7.12,1069,cloudy,winter,12,8
8.29,872,windy,spring,88,66
8.87,662,cloudy,fall,32,27
5.95,1138,sunny,spring,65,36
2.19,47,windy,spring,19,3
0.96,1362,rainy,winter,5,0
5.04,412,windy,summer,92,42
5.44,701,cloudy,fall,41,22
1.2,38,sunny,spring,99,10
6.5,1036,rainy,spring,95,58
0.71,1022,sunny,winter,90,6
2.76,74,cloudy,fall,77,19
